country,year,iso_code,population,gdp,co2,co2_per_capita,consumption_co2,consumption_co2_per_capita,cumulative_co2,share_global_co2,share_global_cumulative_co2
World,1983,,4697327573.0,,18901.775,4.024,,,659093.5,100.0,100.0
World,1984,,4782175518.0,,19457.25,4.069,,,678550.75,100.0,100.0
World,1985,,4868943457.0,,20144.863,4.137,,,698695.625,100.0,100.0
World,1986,,4958072839.0,,20438.045,4.122,,,719133.688,100.0,100.0
World,1987,,5049746390.0,,21106.189,4.18,,,740239.875,100.0,100.0
World,1988,,5141992540.0,,21918.756,4.263,,,762158.562,100.0,100.0
World,1989,,5234431736.0,,22200.213,4.241,,,784358.812,100.0,100.0
World,1990,,5327803106.0,43033605109062.0,22732.145,4.267,22732.143,4.267,807091.0,100.0,100.0
World,1991,,5418735886.0,,23205.592,4.282,23205.592,4.282,830296.562,100.0,100.0
World,1992,,5505989815.0,,22520.424,4.09,22520.424,4.09,852816.938,100.0,100.0
World,1993,,5591544802.0,,22749.873,4.069,22749.873,4.069,875566.875,100.0,100.0
World,1994,,5675551258.0,,22974.598,4.048,22974.6,4.048,898541.438,100.0,100.0
World,1995,,5758878977.0,,23516.639,4.084,23516.637,4.084,922058.125,100.0,100.0
World,1996,,5842055730.0,,24233.477,4.148,24233.477,4.148,946291.562,100.0,100.0
World,1997,,5924787819.0,,24380.322,4.115,24380.322,4.115,970671.938,100.0,100.0
World,1998,,6007066691.0,,24295.713,4.045,24295.715,4.045,994967.625,100.0,100.0
World,1999,,6089006328.0,,24837.771,4.079,24837.771,4.079,1019805.375,100.0,100.0
World,2000,,6171702992.0,59897670914608.0,25511.482,4.134,25511.482,4.134,1045316.812,100.0,100.0
World,2001,,6254936464.0,,25692.994,4.108,25692.994,4.108,1071009.875,100.0,100.0
World,2002,,6337730343.0,,26265.332,4.144,26265.332,4.144,1097275.125,100.0,100.0
World,2003,,6420361633.0,,27652.691,4.307,27652.691,4.307,1124927.875,100.0,100.0
World,2004,,6503377774.0,,28610.023,4.399,28610.023,4.399,1153537.875,100.0,100.0
World,2005,,6586970132.0,,29598.951,4.494,29598.951,4.494,1183136.875,100.0,100.0
World,2006,,6671452019.0,,30594.152,4.586,30594.152,4.586,1213731.0,100.0,100.0
World,2007,,6757308776.0,,31499.256,4.662,31499.254,4.662,1245230.25,100.0,100.0
World,2008,,6844457659.0,,32049.66,4.683,32049.66,4.683,1277279.875,100.0,100.0
World,2009,,6932766416.0,,31513.014,4.546,31513.012,4.546,1308793.0,100.0,100.0
World,2010,,7021732143.0,89807710403740.0,33317.672,4.745,33317.676,4.745,1342110.5,100.0,100.0
World,2011,,7110923773.0,,34479.988,4.849,34479.988,4.849,1376590.625,100.0,100.0
World,2012,,7201202478.0,,34954.734,4.854,34954.734,4.854,1411545.25,100.0,100.0
World,2013,,7291793585.0,,35275.82,4.838,35275.816,4.838,1446821.125,100.0,100.0
World,2014,,7381616239.0,,35465.695,4.805,35465.695,4.805,1482286.875,100.0,100.0
World,2015,,7470491876.0,106871829405667.0,35403.527,4.739,35403.531,4.739,1517690.375,100.0,100.0
World,2016,,7558554527.0,110407200853028.0,35392.832,4.682,35392.832,4.682,1553083.125,100.0,100.0
World,2017,,7645617952.0,114529588369027.0,35974.609,4.705,35974.605,4.705,1589057.75,100.0,100.0
World,2018,,7729902779.0,118765812557841.0,36734.004,4.752,36734.004,4.752,1625791.75,100.0,100.0
World,2019,,7811293699.0,122149370355621.0,37086.566,4.748,37086.566,4.748,1662878.375,100.0,100.0
World,2020,,7887001289.0,118590021803593.0,35158.23,4.458,35158.23,4.458,1698036.625,100.0,100.0
World,2021,,7954448387.0,126004793520756.0,36866.863,4.635,36866.863,4.635,1734903.5,100.0,100.0
World,2022,,8021407196.0,130112562171125.0,37527.773,4.678,37527.773,4.678,1772431.25,100.0,100.0
World,2023,,8091734933.0,,38094.039,4.708,38094.039,4.708,1810525.375,100.0,100.0
World,2024,,8161972574.0,,38598.578,4.729,38598.578,4.729,1849123.875,100.0,100.0
